record_id,run_id,dictionary_version,tagset_version,export_version,timestamp_iso,coder_id,coder_action,igo,attribute_code,attribute_label,indicator_id,indicator_label,doc_family_inferred,evidence_tier,source_type,source_year,source_lang,article_section_page,page_in_pdf,source_uri,coded_value,decision_rationale,review_note,quoted_or_paraphrased,instrument_title,instrument_type,trace_key,retrieval_set,coder_action_std,attribute_code_final,tfidf_cosine,source_title_char_count,source_title_word_count,source_title_sha256,source_excerpt_char_count,source_excerpt_word_count,source_excerpt_sha256,matrix_cell_text_char_count,matrix_cell_text_word_count,matrix_cell_text_sha256,excerpt_full_char_count,excerpt_full_word_count,excerpt_full_sha256,public_text_fields_included,public_release_note
TLF-V6-001404,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:39:00Z,IA,Accept,United Nations Development Programme (UNDP),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,—,—,https://shop.undp.org/,status=accepted; attribute=HC; indicator=HC_evidence,Meets indicator definition; provenance captured for reconstruction.,"Official web source evidence: HC substantiation located; classified as peer-level coordination, not VC.",—,—,—,bbcd03b83203850aa77601848211c3c84d31dd7d,attributes,ACCEPT,HC,0.0,29,5,85f4fdfa5f62ace3ce301108223ba1c0a0d48e146d4adf5f8011340457541b0b,36,6,8923344e807ef02f423bcfe80a5c64c141d242300c259b45d3c011a76357eecc,2866,263,5a3790521f05a7f9f4d769ce9780a69663382eaa82a6e8bbe458a2852f6b790f,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001405,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:40:00Z,IA,Accept,United Nations Conference on Trade and Development (UNCTAD),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Foundational legal instrument,Substantiation/References,Legal instrument (PDF),—,EN,Section II,—,https://unctad.org/system/files/official-document/edmmisc232add19_en.pdf,status=accepted; attribute=VC; indicator=VC_evidence,Relationship mechanism confirmed; retained with provenance metadata.,Founding instrument evidence: cross-scale mechanism stated (Section II); retained under VC (subsidiary bodies and reporting lines).,—,—,—,ed3da9199e85d8ee648bb1925b502f783f48455b,attributes,ACCEPT,VC,0.0,121,18,65d2ec3b9de5cf3059eb84bd9c11de0f0325072d0a6f0a41b34175190a2524ac,204,30,bb2fb94678009cb27976ad3ace547c2a44e71e6f3fd4cc908852d63f7c9c8498,1830,195,15bc4be0c1c2af138aa0f3681f7c9cd2778ac51dc7d83edc23f933c528a586fb,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001406,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:41:00Z,IA,Re-tag,United Nations Conference on Trade and Development (UNCTAD),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,Section II,—,https://unctad.org/system/files/official-document/dtltlb2016d1_en.pdf,status=accepted; attribute=VC; indicator=VC_evidence,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,"Re-tagged from HC/IIR candidate set: excerpt refers to vertical reporting, national focal points, or subsidiary bodies linking global to regional/national levels; retained under VC.",—,—,—,32cbb27709b071cf9efc1227cad211c1761c9830,attributes,RETAG,VC,0.0,92,11,dc2841d38ef521d23573c19766c13654686174bf5ecde7b0996c90ab420887b0,12,2,81c4cf2fb5d96f10b02d2c1ed58b0116eac1c5da2b22713ee896c9e54d929189,1830,195,15bc4be0c1c2af138aa0f3681f7c9cd2778ac51dc7d83edc23f933c528a586fb,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001407,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:42:00Z,IA,Accept,United Nations Conference on Trade and Development (UNCTAD),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,Section II,—,https://elearning.unctad.org/pluginfile.php/34150/mod_page/content/12/UNCTAD_Competition_Consumer_Policies_short_course_part1.pdf,status=accepted; attribute=VC; indicator=VC_evidence,Checked for construct fit; retained with source pointer.,Official web source evidence: cross-scale mechanism stated (Section II); retained under VC (cross-level coordination).,—,—,—,883cb015e1fe047fa75685a9fac5043c042e7e01,attributes,ACCEPT,VC,0.0,82,12,bef4d10bcc52cacee831a335ae8f8b6c600b28162d6d84ede73e75e41595700f,89,13,347261efc76adf49632d084e4b4e863314ac65e2012cdb3c8a1e9620402b92b1,1830,195,15bc4be0c1c2af138aa0f3681f7c9cd2778ac51dc7d83edc23f933c528a586fb,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001408,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:43:00Z,IA,Accept,United Nations Conference on Trade and Development (UNCTAD),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,Section II,—,https://unctad.org/system/files/official-document/dom20092rev1_en.pdf,status=accepted; attribute=VC; indicator=VC_evidence,Relationship mechanism confirmed; retained with provenance metadata.,Official web source evidence: cross-scale mechanism stated (Section II); retained under VC (global–regional linkages).,—,—,—,9736e69329066c58e5d407c134a38791fed170ab,attributes,ACCEPT,VC,0.0463540325398941,120,18,7375ec279aa534996796d5071cf7ba1f77083a7aeceb6f51324db379555dfecb,282,43,c8f4d484cbaf5497df79e9321a0c7293d3b854c90133a70ed6093e962b672fd6,1830,195,15bc4be0c1c2af138aa0f3681f7c9cd2778ac51dc7d83edc23f933c528a586fb,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001409,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:44:00Z,IA,Accept,United Nations Conference on Trade and Development (UNCTAD),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,Section II,—,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N16/459/44/PDF/N1645944.pdf?OpenElement,status=accepted; attribute=VC; indicator=VC_evidence,Relationship mechanism confirmed; retained with provenance metadata.,Official web source evidence: VC substantiation located (Section II); classified as global–regional linkages to avoid HC conflation.,—,—,—,b197981b547b28b3c57953d057aebdf20c53e097,attributes,ACCEPT,VC,0.0,122,18,577bbe745224a88aeec752a8b3affa7ad50ec970d6163a139792e74ac00e4af8,182,25,e396dab428403dd3dc21076423f216d7c1d7c01c940328b145d6c9988ced2be6,1830,195,15bc4be0c1c2af138aa0f3681f7c9cd2778ac51dc7d83edc23f933c528a586fb,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001410,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:45:00Z,IA,Accept,United Nations Conference on Trade and Development (UNCTAD),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Strategic/operational material,Substantiation/References,Strategic/operational document,—,EN,—,—,https://unctad.org/about/partnership,status=accepted; attribute=HC; indicator=HC_evidence,Substantiates matrix value; citation anchors preserved.,"Strategic/operational evidence: HC substantiation located; classified as joint workplans/platforms, not VC.",—,—,—,ada3e1c515a68ab4cf81851d83b02a258e5c8521,attributes,ACCEPT,HC,0.12920900551454645,146,18,31349014c0101020de6a73ab9e797c229e38849c2153c45a88cf14f5afffac32,266,31,317e4b6187b69c8877733e7237c08d1d6489d913215fb215fa997ffed2ad4fee,1218,131,528ea32e72048ec6c2ca89f00ccc4c11d03887c55b0520109778d3b9d7f133ac,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001411,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:46:00Z,IA,Accept,United Nations Conference on Trade and Development (UNCTAD),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Strategic/operational material,Substantiation/References,Strategic/operational document,—,EN,—,—,https://unctad.org/system/files/official-document/issmisc2019d2_en.pdf,status=accepted; attribute=HC; indicator=HC_evidence,Relevant to indicator; retained after contextual read-through.,Strategic/operational evidence: peer-level coordination mechanism recorded; retained under HC (joint workplans/platforms).,—,—,—,3ee96bb3ea978efeb033dd807e8c0324e944f29e,attributes,ACCEPT,HC,0.037559596120969284,116,18,d086a16dfd856071263ee43e4ac5ecec5f8ea2abe9d407db1660bc78ef7112e7,150,23,e7cfc0d60b8b9ab20d3f99e28614c647ad0e0dc4c4404de201c02626550afd1b,1218,131,528ea32e72048ec6c2ca89f00ccc4c11d03887c55b0520109778d3b9d7f133ac,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001412,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:47:00Z,IA,Accept,United Nations Conference on Trade and Development (UNCTAD),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Strategic/operational material,Substantiation/References,Strategic/operational document,—,EN,—,—,https://unctad.org/about,status=accepted; attribute=HC; indicator=HC_evidence,Coordination reference verified in context; coded to correct coordination attribute.,Strategic/operational evidence: peer-level coordination mechanism recorded; retained under HC (joint workplans/platforms).,—,—,—,ae7bcf4059868b50b17da93f81c49ab9af09b93f,attributes,ACCEPT,HC,0.12462475750882954,146,18,31349014c0101020de6a73ab9e797c229e38849c2153c45a88cf14f5afffac32,278,31,2b3b8ea390259a3e93960205fc7e4bb8b2ccc16659538454b5ec4b3845e19845,1218,131,528ea32e72048ec6c2ca89f00ccc4c11d03887c55b0520109778d3b9d7f133ac,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001413,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:48:00Z,IA,Accept,United Nations Conference on Trade and Development (UNCTAD),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,—,—,https://unctad.org/system/files/official-document/tdsxxiiid3_en.pdf,status=accepted; attribute=HC; indicator=HC_evidence,Founding text silent/dated; operational evidence sourced from official portal.,Official web source evidence: peer-level coordination mechanism recorded; retained under HC (peer-level coordination).,—,—,—,799642b6cb5788feaf51a1d0892978aa661b0d68,attributes,ACCEPT,HC,0.0,42,6,5bdda25b77d52dc8fefa44f4e8dbcb6345a793b9271582d6b4c1f1a42e07201b,49,7,0b921c67d471facb9e8ce45a59be524757be8522fd7cd1a618d33ba95e9f0079,1218,131,528ea32e72048ec6c2ca89f00ccc4c11d03887c55b0520109778d3b9d7f133ac,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001414,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:48:00Z,IA,Re-tag,United Nations Conference on Trade and Development (UNCTAD),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Strategic/operational material,Substantiation/References,Strategic/operational document,—,EN,—,—,https://unctad.org/annualreport/2019/Pages/index.html,status=accepted; attribute=HC; indicator=HC_evidence,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,"Re-tagged from IIR/VC candidate set: excerpt concerns peer coordination (inter‑agency platform, joint work plan, cross‑sector mechanism) rather than formal partnership instrument or vertical chain; retained under HC.",—,—,—,4a8501a5494a569c019ecd60a31abf1e4f461dca,attributes,RETAG,HC,0.029838684028431834,127,18,1b653d1acab03d3459ca4e8a1bfbda5153092e0c0e34ec0d11aef88707c063bf,203,30,91c6a20af7da0996f0a24becfc7f924620f519ba0cfabbc26943ecae81ab39f9,1218,131,528ea32e72048ec6c2ca89f00ccc4c11d03887c55b0520109778d3b9d7f133ac,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001415,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:50:00Z,IA,Accept,"United Nations Industrial Development Organization (UNIDO),",VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,Article 9,—,https://www.unido.org/sites/default/files/files/2020-11/19-12162_UNIDO_Constitution_ebook.pdf,status=accepted; attribute=VC; indicator=VC_evidence,Relationship mechanism confirmed; retained with provenance metadata.,Official web source evidence: vertical coordination evidence (cross-level coordination) captured (Article 9); coded as VC (cross-level link).,—,—,—,1bd0ea7535d95541c541ef9638d99d70fdf37283,attributes,ACCEPT,VC,0.0,92,9,122c5a174e1b9651df7003912233e208594be25604ebb62cb80a30c885cfb9a6,11,2,a3d9beafb871d6b296013cf6bdaf036b18321a8e421690a3fbcfdd9dd680c997,1668,185,704bf611ec0a453990634661b0c9751f15803f198e4933592bb07ec3e7e96941,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001416,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:51:00Z,IA,Accept,"United Nations Industrial Development Organization (UNIDO),",VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,Article 9,—,https://www.unido.org/who-we-are/unido-worldwide,status=accepted; attribute=VC; indicator=VC_evidence,Founding text silent/dated; operational evidence sourced from official portal.,Official web source evidence: cross-scale mechanism stated (Article 9); retained under VC (global–regional linkages).,—,—,—,be104ddc7234fcf1a7fe3257ff3f6f75cdeef946,attributes,ACCEPT,VC,0.0,117,18,4f863e769d4c7e8b6a236ac86d2421a23d9661f6f6b8b56e94e16a748f70f35e,182,27,cb83f69da7cf26ee3fbd29650153a25714ed06d7f3715fdcee91ae87c82386cd,1668,185,704bf611ec0a453990634661b0c9751f15803f198e4933592bb07ec3e7e96941,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001417,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:52:00Z,IA,Accept,"United Nations Industrial Development Organization (UNIDO),",VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Strategic/operational material,Substantiation/References,Strategic/operational document,—,EN,Article 9,—,https://www.unido.org/our-focus-advancing-economic-competitiveness/achieving-sdgs,status=accepted; attribute=VC; indicator=VC_evidence,Coordination reference verified in context; coded to correct coordination attribute.,Strategic/operational evidence: vertical coordination evidence (cross-level coordination) captured (Article 9); coded as VC (cross-level link).,—,—,—,c3d0e963f3329ba1dddeb27fcaccdbbc521931f9,attributes,ACCEPT,VC,0.0,133,18,2c13373c9ca8d289d0d80f373278a8d428e9b0e929c6479ce0e73c04768266c4,231,30,0cd4819d5132fda2c66e8922dcf0cffc08b69b4e3e629e574c10425d74645e59,1668,185,704bf611ec0a453990634661b0c9751f15803f198e4933592bb07ec3e7e96941,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001418,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:53:00Z,IA,Accept,"United Nations Industrial Development Organization (UNIDO),",VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,Article 9,—,https://www.unido.org/our-focus/cross-cutting-services/partnerships-prosperity/partnerships-international-development-organizations,status=accepted; attribute=VC; indicator=VC_evidence,Web evidence used for rules-in-use; URI retained for audit.,Official web source evidence: vertical coordination evidence (cross-level coordination) captured (Article 9); coded as VC (cross-level link).,—,—,—,51692ef2604b5c39727b19d4836e2bdeb71a1be0,attributes,ACCEPT,VC,0.0,106,18,cb725f2f6d948628d5493289a73d0b48758941ed73ba0a550e95293367a5cb29,349,50,e7f602cb343e68408ff9b55e7f895862b2f7195bbc45863aeaadbc6934990b95,1668,185,704bf611ec0a453990634661b0c9751f15803f198e4933592bb07ec3e7e96941,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001419,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:54:00Z,IA,Accept,"United Nations Industrial Development Organization (UNIDO),",HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,—,—,https://www.unido.org/sites/default/files/files/2020-11/19-12162_UNIDO_Constitution_ebook.pdf,status=accepted; attribute=HC; indicator=HC_evidence,Founding text silent/dated; operational evidence sourced from official portal.,Official web source evidence: horizontal coordination evidence (peer-level coordination) captured; coded as HC (peer-level).,—,—,—,3fbfebb76cce6d23287d60667b7ee8b21bd798f7,attributes,ACCEPT,HC,0.0,94,9,4c17688e4281ef427fdf0cdde30ea9dcaa44b07002ef5c6fc7bc920af13542ea,10,2,f1457c907dbe6c4147a1b0cc55bc4f3c53280fc421bcce013ac536d1596f7376,1622,163,69b51228c1b6ecf1d16e859f24dcd104e5ff5e225ada83ea0c3b33eb2f2815c5,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001420,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:55:00Z,IA,Accept,"United Nations Industrial Development Organization (UNIDO),",HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,—,—,https://sdgs.un.org/sites/default/files/publications/2021Introduction%20to%20UNIDO-%20Inclusive%20and%20Sustainable%20Industrial%20Development.pdf,status=accepted; attribute=HC; indicator=HC_evidence,Founding text silent/dated; operational evidence sourced from official portal.,Official web source evidence: peer-level coordination mechanism recorded; retained under HC (peer-level coordination).,—,—,—,3298a2c331b8fbfaf77315e4027b37d53315035b,attributes,ACCEPT,HC,0.0,141,18,91d06586083e42cf85b9961a85ae76a3ac64d55af042ba46cbb1a1e5479bb54d,229,32,45c033513a4de4222f20fe2dab1c265c65a5640de6a07b5b09a345bba158fe89,1622,163,69b51228c1b6ecf1d16e859f24dcd104e5ff5e225ada83ea0c3b33eb2f2815c5,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001421,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:56:00Z,IA,Accept,"United Nations Industrial Development Organization (UNIDO),",HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,—,—,https://www.unido.org/sites/default/files/files/2019-09/Upscaling%20TC_Sept%202019.pdf,status=accepted; attribute=HC; indicator=HC_evidence,Accepted as best available evidence within tiered source hierarchy.,Official web source evidence: peer-level coordination mechanism recorded; retained under HC (peer-level coordination).,—,—,—,3f880560e95c1d837408954342f1446f316703e3,attributes,ACCEPT,HC,0.0,105,18,936366dc45ba198ee79bd3b2b747bc28125a43b5d5cc476c8a16a8e869749c9e,173,27,c3ed85490fcc3394210a7a8621b0aa092a13eb7115ed5616c4bbc9d989293aac,1622,163,69b51228c1b6ecf1d16e859f24dcd104e5ff5e225ada83ea0c3b33eb2f2815c5,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001422,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:57:00Z,IA,Accept,International Labour Organization (ILO),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,—,—,https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf,status=accepted; attribute=VC; indicator=VC_evidence,Web evidence used for rules-in-use; URI retained for audit.,Official web source evidence: VC substantiation located; classified as cross-level coordination to avoid HC conflation.,—,—,—,ff2badecd2ccfee1124127f3b73cbadd3d623757,attributes,ACCEPT,VC,0.0,72,7,6b056b0659824ee604789033c0752c5403ac94777610f795d87d7166b2f47439,11,2,602bc0f01b762b901b53dcaabf33ddb95fe566a250e81c8fba8d892588d663a6,1643,161,534df1da1d93d8c4176e539e9645741712e95d32ad6c93cd72e17f6da3137af0,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001423,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:58:00Z,IA,Accept,International Labour Organization (ILO),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,—,—,https://www.ilo.org/global/about-the-ilo/how-the-ilo-works/organigramme/lang--en/index.htm,status=accepted; attribute=VC; indicator=VC_evidence,Relevant to indicator; retained after contextual read-through.,Official web source evidence: VC substantiation located; classified as cross-level coordination to avoid HC conflation.,—,—,—,3140c2d7e49f0fd378a175770bf73fd9de798e9a,attributes,ACCEPT,VC,0.0,72,7,6b056b0659824ee604789033c0752c5403ac94777610f795d87d7166b2f47439,16,2,d20c9b055ca234e652c446f945fd54dcbaa6ffd566a1eafecfd27553efa805d1,1643,161,534df1da1d93d8c4176e539e9645741712e95d32ad6c93cd72e17f6da3137af0,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001424,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T10:59:00Z,IA,Accept,International Labour Organization (ILO),VC,Vertical Coordination,IND_VC_COORD,Vertical Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,—,—,https://www.ilo.org/global/about-the-ilo/where-we-are/lang--en/index.htm,status=accepted; attribute=VC; indicator=VC_evidence,Relevant to indicator; retained after contextual read-through.,Official web source evidence: vertical coordination evidence (global–regional linkages) captured; coded as VC (cross-level link).,—,—,—,2a9ccb422f2d43f7ee890f0a87e2faace820e59b,attributes,ACCEPT,VC,0.0,112,18,81a00f638b6b2884ddca1534516133a5bf6757bf1851b3f0fce0ef8eaa9a6c0b,194,30,2d435dd5bf951b6b7bf5bf167c02d0b32025cacfdb6cfa529ca5b32cbd59576f,1643,161,534df1da1d93d8c4176e539e9645741712e95d32ad6c93cd72e17f6da3137af0,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001425,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T11:00:00Z,IA,Accept,International Labour Organization (ILO),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Strategic/operational material,Substantiation/References,Strategic/operational document,—,EN,—,—,https://www.ilo.org/global/about-the-ilo/lang--en/index.htm,status=accepted; attribute=HC; indicator=HC_evidence,Coordination reference verified in context; coded to correct coordination attribute.,Strategic/operational evidence: horizontal coordination evidence (joint workplans/platforms) captured; coded as HC (peer-level).,—,—,—,472bf01580317d59b71964deb4f185fceb9efefb,attributes,ACCEPT,HC,0.13130973817578154,144,18,0bc744070448c1652e1fb92671c30fe347a888da0d7c2e2f8cd66ff729198ca4,228,27,c920086196689980992a594a7a1690daf7756788b5a56bfb54e0496f37c6391b,1132,105,f45dbfe60b3c44ee196f56845b07e0855c0df9a70ec4fd847558e729a339e287,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-001426,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-07-15T11:01:00Z,IA,Accept,International Labour Organization (ILO),HC,Horizontal Coordination,IND_HC_COORD,Horizontal Coordination mechanisms and linkages,Official web source,Substantiation/References,Official website/portal,—,EN,—,—,https://www.ilo.org/wcmsp5/groups/public/---asia/---ro-bangkok/---ilo-hanoi/documents/publication/wcms_818973.pdf,status=accepted; attribute=HC; indicator=HC_evidence,Coordination reference verified in context; coded to correct coordination attribute.,Official web source evidence: peer-level coordination mechanism recorded; retained under HC (peer-level coordination).,—,—,—,7fc008623cbda2b2ec0ac785131a6fe9b5f4ac5b,attributes,ACCEPT,HC,0.0,74,7,df9aa485cdab1580f767bf32b9f3e6252e567aa20205c8d54e68c464a3d9e7ac,11,2,602bc0f01b762b901b53dcaabf33ddb95fe566a250e81c8fba8d892588d663a6,1132,105,f45dbfe60b3c44ee196f56845b07e0855c0df9a70ec4fd847558e729a339e287,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
